"Nums of iteration","Cost"
"4","93.70489276348891"
"6","95.07272829518"
"8","94.08913672370714"
"10","95.02180017336889"
"12","94.668333601538"
"14","93.71552960795577"
"16","93.80977064041045"
"18","94.7562521698182"
"20","96.76800379348961"
"22","96.03858847691336"
"24","94.16470774401517"
"26","97.3173757853265"
"28","96.87154795718305"
"30","95.59236041966201"
